miRID	GeneName	Type	Source
hsa-miR-92a-1-5p	AK2	neg	CLIP
hsa-miR-92a-3p	AK2	pos	CLIP
hsa-miR-92b-3p	AK2	neg	CLIP
hsa-miR-93-3p	AK2	neg	CLIP
hsa-miR-93-5p	AK2	neg	CLIP
hsa-miR-939-5p	AK2	neg	CLIP
hsa-miR-940	AK2	neg	CLIP
hsa-miR-941	AK2	neg	CLIP
hsa-miR-96-5p	AK2	neg	CLIP
hsa-miR-99a-3p	AK2	neg	CLIP
hsa-miR-99a-5p	AK2	neg	CLIP
hsa-miR-197-3p	AK4	pos	CLIP
hsa-miR-324-5p	AK4	pos	CLIP
hsa-miR-505-3p	AK6	pos	CLIP
hsa-miR-877-5p	AKAP1	pos	CLIP
hsa-let-7a-5p	AKAP10	neg	CLIP
hsa-let-7b-5p	AKAP10	neg	CLIP
hsa-let-7c-5p	AKAP10	neg	CLIP
hsa-let-7d-5p	AKAP10	neg	CLIP
hsa-let-7e-5p	AKAP10	neg	CLIP
hsa-let-7f-2-3p	AKAP10	neg	CLIP
hsa-let-7f-5p	AKAP10	neg	CLIP
hsa-let-7g-5p	AKAP10	neg	CLIP
hsa-miR-106a-5p	AKAP10	neg	CLIP
hsa-miR-106b-3p	AKAP10	neg	CLIP
hsa-miR-106b-5p	AKAP10	neg	CLIP
hsa-miR-107	AKAP10	neg	CLIP
hsa-miR-10a-5p	AKAP10	neg	CLIP
hsa-miR-10b-3p	AKAP10	neg	CLIP
hsa-miR-10b-5p	AKAP10	neg	CLIP
hsa-miR-1180-3p	AKAP10	neg	CLIP
hsa-miR-1226-3p	AKAP10	neg	CLIP
hsa-miR-1229-3p	AKAP10	neg	CLIP
hsa-miR-1254	AKAP10	neg	CLIP
hsa-miR-125a-5p	AKAP10	neg	CLIP
hsa-miR-125b-2-3p	AKAP10	neg	CLIP
hsa-miR-125b-5p	AKAP10	neg	CLIP
hsa-miR-1260b	AKAP10	neg	CLIP
hsa-miR-1262	AKAP10	neg	CLIP
hsa-miR-128-3p	AKAP10	neg	CLIP
hsa-miR-1296-5p	AKAP10	neg	CLIP
hsa-miR-1301-3p	AKAP10	neg	CLIP
hsa-miR-1303	AKAP10	neg	CLIP
hsa-miR-130b-3p	AKAP10	neg	CLIP
hsa-miR-130b-5p	AKAP10	neg	CLIP
hsa-miR-138-5p	AKAP10	neg	CLIP
hsa-miR-147b	AKAP10	neg	CLIP
hsa-miR-148a-3p	AKAP10	neg	CLIP
hsa-miR-148b-3p	AKAP10	neg	CLIP
hsa-miR-149-5p	AKAP10	neg	CLIP
hsa-miR-151a-3p	AKAP10	neg	CLIP
hsa-miR-15a-3p	AKAP10	neg	CLIP
hsa-miR-15a-5p	AKAP10	neg	CLIP
hsa-miR-15b-5p	AKAP10	neg	CLIP
hsa-miR-16-5p	AKAP10	neg	CLIP
hsa-miR-17-3p	AKAP10	neg	CLIP
hsa-miR-17-5p	AKAP10	neg	CLIP
hsa-miR-181a-5p	AKAP10	neg	CLIP
hsa-miR-181b-5p	AKAP10	neg	CLIP
hsa-miR-181c-5p	AKAP10	neg	CLIP
hsa-miR-182-5p	AKAP10	neg	CLIP
hsa-miR-183-5p	AKAP10	neg	CLIP
hsa-miR-185-3p	AKAP10	neg	CLIP
hsa-miR-185-5p	AKAP10	neg	CLIP
hsa-miR-186-5p	AKAP10	neg	CLIP
hsa-miR-188-5p	AKAP10	neg	CLIP
hsa-miR-18a-3p	AKAP10	neg	CLIP
hsa-miR-18a-5p	AKAP10	neg	CLIP
hsa-miR-18b-5p	AKAP10	neg	CLIP
hsa-miR-191-5p	AKAP10	neg	CLIP
hsa-miR-1915-5p	AKAP10	neg	CLIP
hsa-miR-193a-3p	AKAP10	neg	CLIP
hsa-miR-193b-3p	AKAP10	neg	CLIP
hsa-miR-195-5p	AKAP10	neg	CLIP
hsa-miR-196a-5p	AKAP10	neg	CLIP
hsa-miR-196b-5p	AKAP10	neg	CLIP
hsa-miR-197-3p	AKAP10	neg	CLIP
hsa-miR-19a-3p	AKAP10	neg	CLIP
hsa-miR-19b-3p	AKAP10	neg	CLIP
hsa-miR-200c-3p	AKAP10	neg	CLIP
hsa-miR-20a-3p	AKAP10	neg	CLIP
hsa-miR-20a-5p	AKAP10	neg	CLIP
hsa-miR-218-5p	AKAP10	neg	CLIP
hsa-miR-22-3p	AKAP10	neg	CLIP
hsa-miR-22-5p	AKAP10	neg	CLIP
hsa-miR-221-3p	AKAP10	neg	CLIP
hsa-miR-221-5p	AKAP10	neg	CLIP
hsa-miR-222-3p	AKAP10	neg	CLIP
hsa-miR-2277-5p	AKAP10	neg	CLIP
hsa-miR-23a-3p	AKAP10	neg	CLIP
hsa-miR-23b-3p	AKAP10	neg	CLIP
hsa-miR-23b-5p	AKAP10	neg	CLIP
hsa-miR-24-3p	AKAP10	neg	CLIP
hsa-miR-25-3p	AKAP10	neg	CLIP
hsa-miR-26a-5p	AKAP10	neg	CLIP
hsa-miR-26b-3p	AKAP10	neg	CLIP
hsa-miR-27a-3p	AKAP10	neg	CLIP
hsa-miR-27b-3p	AKAP10	neg	CLIP
hsa-miR-28-5p	AKAP10	neg	CLIP
hsa-miR-296-3p	AKAP10	neg	CLIP
hsa-miR-29a-3p	AKAP10	neg	CLIP
hsa-miR-29b-3p	AKAP10	neg	CLIP
hsa-miR-29c-3p	AKAP10	neg	CLIP
hsa-miR-301a-3p	AKAP10	neg	CLIP
hsa-miR-301b	AKAP10	neg	CLIP
hsa-miR-30a-5p	AKAP10	neg	CLIP
hsa-miR-30b-3p	AKAP10	neg	CLIP
hsa-miR-30c-2-3p	AKAP10	neg	CLIP
hsa-miR-30c-5p	AKAP10	neg	CLIP
hsa-miR-30e-3p	AKAP10	neg	CLIP
hsa-miR-30e-5p	AKAP10	neg	CLIP
hsa-miR-31-3p	AKAP10	neg	CLIP
hsa-miR-31-5p	AKAP10	neg	CLIP
hsa-miR-3157-5p	AKAP10	neg	CLIP
hsa-miR-3176	AKAP10	neg	CLIP
hsa-miR-3177-3p	AKAP10	neg	CLIP
hsa-miR-3200-3p	AKAP10	neg	CLIP
hsa-miR-320a	AKAP10	neg	CLIP
hsa-miR-320b	AKAP10	neg	CLIP
hsa-miR-324-3p	AKAP10	neg	CLIP
hsa-miR-324-5p	AKAP10	neg	CLIP
hsa-miR-326	AKAP10	neg	CLIP
hsa-miR-328-3p	AKAP10	neg	CLIP
hsa-miR-330-3p	AKAP10	neg	CLIP
hsa-miR-330-5p	AKAP10	neg	CLIP
hsa-miR-331-3p	AKAP10	pos	CLIP
hsa-miR-339-5p	AKAP10	pos	CLIP
hsa-miR-340-3p	AKAP10	neg	CLIP
hsa-miR-342-3p	AKAP10	neg	CLIP
hsa-miR-342-5p	AKAP10	neg	CLIP
hsa-miR-345-5p	AKAP10	neg	CLIP
hsa-miR-34a-5p	AKAP10	neg	CLIP
hsa-miR-3605-3p	AKAP10	neg	CLIP
hsa-miR-361-3p	AKAP10	neg	CLIP
hsa-miR-361-5p	AKAP10	neg	CLIP
hsa-miR-365a-3p	AKAP10	neg	CLIP
hsa-miR-378a-3p	AKAP10	neg	CLIP
hsa-miR-378a-5p	AKAP10	neg	CLIP
hsa-miR-3929	AKAP10	neg	CLIP
hsa-miR-421	AKAP10	neg	CLIP
hsa-miR-423-3p	AKAP10	neg	CLIP
hsa-miR-423-5p	AKAP10	neg	CLIP
hsa-miR-424-5p	AKAP10	neg	CLIP
hsa-miR-425-3p	AKAP10	neg	CLIP
hsa-miR-454-3p	AKAP10	neg	CLIP
hsa-miR-455-3p	AKAP10	neg	CLIP
hsa-miR-455-5p	AKAP10	neg	CLIP
hsa-miR-484	AKAP10	neg	CLIP
hsa-miR-497-5p	AKAP10	neg	CLIP
hsa-miR-500a-3p	AKAP10	neg	CLIP
hsa-miR-503-5p	AKAP10	neg	CLIP
hsa-miR-504-5p	AKAP10	neg	CLIP
hsa-miR-505-3p	AKAP10	neg	CLIP
hsa-miR-505-5p	AKAP10	neg	CLIP
hsa-miR-532-3p	AKAP10	neg	CLIP
hsa-miR-542-5p	AKAP10	neg	CLIP
hsa-miR-548a-3p	AKAP10	neg	CLIP
hsa-miR-548b-3p	AKAP10	neg	CLIP
hsa-miR-548h-5p	AKAP10	neg	CLIP
hsa-miR-548j-5p	AKAP10	neg	CLIP
hsa-miR-589-5p	AKAP10	neg	CLIP
hsa-miR-615-3p	AKAP10	neg	CLIP
hsa-miR-616-5p	AKAP10	neg	CLIP
hsa-miR-625-5p	AKAP10	neg	CLIP
hsa-miR-642a-5p	AKAP10	neg	CLIP
hsa-miR-652-3p	AKAP10	neg	CLIP
hsa-miR-671-5p	AKAP10	neg	CLIP
hsa-miR-7-5p	AKAP10	neg	CLIP
hsa-miR-708-5p	AKAP10	neg	CLIP
hsa-miR-744-5p	AKAP10	neg	CLIP
hsa-miR-760	AKAP10	neg	CLIP
hsa-miR-766-3p	AKAP10	neg	CLIP
hsa-miR-769-3p	AKAP10	neg	CLIP
hsa-miR-769-5p	AKAP10	neg	CLIP
hsa-miR-874-3p	AKAP10	neg	CLIP
hsa-miR-877-3p	AKAP10	neg	CLIP
hsa-miR-877-5p	AKAP10	neg	CLIP
hsa-miR-9-5p	AKAP10	neg	CLIP
hsa-miR-92a-1-5p	AKAP10	neg	CLIP
hsa-miR-92a-3p	AKAP10	neg	CLIP
hsa-miR-92b-3p	AKAP10	neg	CLIP
hsa-miR-93-3p	AKAP10	neg	CLIP
hsa-miR-93-5p	AKAP10	neg	CLIP
hsa-miR-939-5p	AKAP10	neg	CLIP
hsa-miR-940	AKAP10	neg	CLIP
hsa-miR-941	AKAP10	neg	CLIP
hsa-miR-96-5p	AKAP10	neg	CLIP
hsa-miR-99a-3p	AKAP10	neg	CLIP
hsa-miR-99a-5p	AKAP10	neg	CLIP
hsa-let-7g-5p	AKAP11	pos	CLIP
hsa-miR-615-3p	AKAP11	pos	CLIP
hsa-miR-181a-5p	AKAP12	pos	CLIP
hsa-miR-186-5p	AKAP12	pos	CLIP
hsa-miR-877-3p	AKAP12	pos	CLIP
hsa-let-7a-5p	AKAP13	neg	CLIP
hsa-let-7b-5p	AKAP13	neg	CLIP
hsa-let-7c-5p	AKAP13	neg	CLIP
hsa-let-7d-5p	AKAP13	neg	CLIP
hsa-let-7e-5p	AKAP13	neg	CLIP
hsa-let-7f-2-3p	AKAP13	neg	CLIP
hsa-let-7f-5p	AKAP13	neg	CLIP
hsa-let-7g-5p	AKAP13	neg	CLIP
hsa-miR-106a-5p	AKAP13	neg	CLIP
hsa-miR-106b-3p	AKAP13	neg	CLIP
hsa-miR-106b-5p	AKAP13	neg	CLIP
hsa-miR-107	AKAP13	neg	CLIP
hsa-miR-10a-5p	AKAP13	neg	CLIP
hsa-miR-10b-3p	AKAP13	neg	CLIP
hsa-miR-10b-5p	AKAP13	neg	CLIP
hsa-miR-1180-3p	AKAP13	neg	CLIP
hsa-miR-1226-3p	AKAP13	neg	CLIP
hsa-miR-1229-3p	AKAP13	neg	CLIP
hsa-miR-1254	AKAP13	neg	CLIP
hsa-miR-125a-5p	AKAP13	neg	CLIP
hsa-miR-125b-2-3p	AKAP13	neg	CLIP
hsa-miR-125b-5p	AKAP13	neg	CLIP
hsa-miR-1260b	AKAP13	neg	CLIP
hsa-miR-1262	AKAP13	neg	CLIP
hsa-miR-128-3p	AKAP13	neg	CLIP
hsa-miR-1296-5p	AKAP13	neg	CLIP
hsa-miR-1301-3p	AKAP13	neg	CLIP
hsa-miR-1303	AKAP13	neg	CLIP
hsa-miR-130b-3p	AKAP13	neg	CLIP
hsa-miR-130b-5p	AKAP13	neg	CLIP
hsa-miR-138-5p	AKAP13	neg	CLIP
hsa-miR-147b	AKAP13	neg	CLIP
hsa-miR-148a-3p	AKAP13	neg	CLIP
hsa-miR-148b-3p	AKAP13	neg	CLIP
hsa-miR-149-5p	AKAP13	pos	CLIP
hsa-miR-151a-3p	AKAP13	neg	CLIP
hsa-miR-15a-3p	AKAP13	neg	CLIP
hsa-miR-15a-5p	AKAP13	neg	CLIP
hsa-miR-15b-5p	AKAP13	neg	CLIP
hsa-miR-16-5p	AKAP13	pos	CLIP
hsa-miR-17-3p	AKAP13	neg	CLIP
hsa-miR-17-5p	AKAP13	neg	CLIP
hsa-miR-181a-5p	AKAP13	neg	CLIP
hsa-miR-181b-5p	AKAP13	neg	CLIP
hsa-miR-181c-5p	AKAP13	neg	CLIP
hsa-miR-182-5p	AKAP13	neg	CLIP
hsa-miR-183-5p	AKAP13	neg	CLIP
hsa-miR-185-3p	AKAP13	neg	CLIP
hsa-miR-185-5p	AKAP13	neg	CLIP
hsa-miR-186-5p	AKAP13	neg	CLIP
hsa-miR-188-5p	AKAP13	neg	CLIP
hsa-miR-18a-3p	AKAP13	neg	CLIP
hsa-miR-18a-5p	AKAP13	neg	CLIP
hsa-miR-18b-5p	AKAP13	neg	CLIP
hsa-miR-191-5p	AKAP13	neg	CLIP
hsa-miR-1915-5p	AKAP13	neg	CLIP
hsa-miR-193a-3p	AKAP13	neg	CLIP
hsa-miR-193b-3p	AKAP13	pos	CLIP
hsa-miR-195-5p	AKAP13	neg	CLIP
hsa-miR-196a-5p	AKAP13	neg	CLIP
hsa-miR-196b-5p	AKAP13	neg	CLIP
hsa-miR-197-3p	AKAP13	neg	CLIP
hsa-miR-19a-3p	AKAP13	neg	CLIP
hsa-miR-19b-3p	AKAP13	neg	CLIP
hsa-miR-200c-3p	AKAP13	neg	CLIP
hsa-miR-20a-3p	AKAP13	neg	CLIP
hsa-miR-20a-5p	AKAP13	neg	CLIP
hsa-miR-218-5p	AKAP13	neg	CLIP
hsa-miR-22-3p	AKAP13	neg	CLIP
hsa-miR-22-5p	AKAP13	neg	CLIP
hsa-miR-221-3p	AKAP13	neg	CLIP
hsa-miR-221-5p	AKAP13	neg	CLIP
hsa-miR-222-3p	AKAP13	neg	CLIP
hsa-miR-2277-5p	AKAP13	neg	CLIP
hsa-miR-23a-3p	AKAP13	neg	CLIP
hsa-miR-23b-3p	AKAP13	neg	CLIP
hsa-miR-23b-5p	AKAP13	neg	CLIP
hsa-miR-24-3p	AKAP13	neg	CLIP
hsa-miR-25-3p	AKAP13	neg	CLIP
hsa-miR-26a-5p	AKAP13	neg	CLIP
hsa-miR-26b-3p	AKAP13	neg	CLIP
hsa-miR-27a-3p	AKAP13	neg	CLIP
hsa-miR-27b-3p	AKAP13	neg	CLIP
hsa-miR-28-5p	AKAP13	neg	CLIP
hsa-miR-296-3p	AKAP13	neg	CLIP
hsa-miR-29a-3p	AKAP13	neg	CLIP
hsa-miR-29b-3p	AKAP13	neg	CLIP
hsa-miR-29c-3p	AKAP13	neg	CLIP
hsa-miR-301a-3p	AKAP13	neg	CLIP
hsa-miR-301b	AKAP13	neg	CLIP
hsa-miR-30a-5p	AKAP13	neg	CLIP
hsa-miR-30b-3p	AKAP13	neg	CLIP
hsa-miR-30c-2-3p	AKAP13	neg	CLIP
hsa-miR-30c-5p	AKAP13	neg	CLIP
hsa-miR-30e-3p	AKAP13	neg	CLIP
hsa-miR-30e-5p	AKAP13	neg	CLIP
hsa-miR-31-3p	AKAP13	neg	CLIP
hsa-miR-31-5p	AKAP13	neg	CLIP
hsa-miR-3157-5p	AKAP13	neg	CLIP
hsa-miR-3176	AKAP13	neg	CLIP
hsa-miR-3177-3p	AKAP13	neg	CLIP
hsa-miR-3200-3p	AKAP13	neg	CLIP
hsa-miR-320a	AKAP13	neg	CLIP
hsa-miR-320b	AKAP13	neg	CLIP
hsa-miR-324-3p	AKAP13	neg	CLIP
hsa-miR-324-5p	AKAP13	neg	CLIP
hsa-miR-326	AKAP13	neg	CLIP
hsa-miR-328-3p	AKAP13	neg	CLIP
hsa-miR-330-3p	AKAP13	neg	CLIP
hsa-miR-330-5p	AKAP13	neg	CLIP
hsa-miR-331-3p	AKAP13	neg	CLIP
hsa-miR-339-5p	AKAP13	neg	CLIP
hsa-miR-340-3p	AKAP13	neg	CLIP
hsa-miR-342-3p	AKAP13	neg	CLIP
hsa-miR-342-5p	AKAP13	neg	CLIP
hsa-miR-345-5p	AKAP13	neg	CLIP
hsa-miR-34a-5p	AKAP13	neg	CLIP
hsa-miR-3605-3p	AKAP13	neg	CLIP
hsa-miR-361-3p	AKAP13	neg	CLIP
hsa-miR-361-5p	AKAP13	neg	CLIP
hsa-miR-365a-3p	AKAP13	neg	CLIP
hsa-miR-378a-3p	AKAP13	neg	CLIP
hsa-miR-378a-5p	AKAP13	neg	CLIP
hsa-miR-3929	AKAP13	neg	CLIP
hsa-miR-421	AKAP13	neg	CLIP
hsa-miR-423-3p	AKAP13	neg	CLIP
hsa-miR-423-5p	AKAP13	pos	CLIP
hsa-miR-424-5p	AKAP13	neg	CLIP
hsa-miR-425-3p	AKAP13	neg	CLIP
hsa-miR-454-3p	AKAP13	neg	CLIP
hsa-miR-455-3p	AKAP13	neg	CLIP
hsa-miR-455-5p	AKAP13	neg	CLIP
hsa-miR-484	AKAP13	pos	CLIP
hsa-miR-497-5p	AKAP13	neg	CLIP
hsa-miR-500a-3p	AKAP13	neg	CLIP
hsa-miR-503-5p	AKAP13	neg	CLIP
hsa-miR-504-5p	AKAP13	neg	CLIP
hsa-miR-505-3p	AKAP13	neg	CLIP
hsa-miR-505-5p	AKAP13	neg	CLIP
hsa-miR-532-3p	AKAP13	neg	CLIP
hsa-miR-542-5p	AKAP13	neg	CLIP
hsa-miR-548a-3p	AKAP13	neg	CLIP
hsa-miR-548b-3p	AKAP13	neg	CLIP
hsa-miR-548h-5p	AKAP13	neg	CLIP
hsa-miR-548j-5p	AKAP13	neg	CLIP
hsa-miR-589-5p	AKAP13	neg	CLIP
hsa-miR-615-3p	AKAP13	neg	CLIP
hsa-miR-616-5p	AKAP13	neg	CLIP
hsa-miR-625-5p	AKAP13	neg	CLIP
hsa-miR-642a-5p	AKAP13	neg	CLIP
hsa-miR-652-3p	AKAP13	neg	CLIP
hsa-miR-671-5p	AKAP13	neg	CLIP
hsa-miR-7-5p	AKAP13	neg	CLIP
hsa-miR-708-5p	AKAP13	neg	CLIP
hsa-miR-744-5p	AKAP13	neg	CLIP
hsa-miR-760	AKAP13	neg	CLIP
hsa-miR-766-3p	AKAP13	neg	CLIP
hsa-miR-769-3p	AKAP13	neg	CLIP
hsa-miR-769-5p	AKAP13	neg	CLIP
hsa-miR-874-3p	AKAP13	neg	CLIP
hsa-miR-877-3p	AKAP13	neg	CLIP
hsa-miR-877-5p	AKAP13	neg	CLIP
hsa-miR-9-5p	AKAP13	neg	CLIP
hsa-miR-92a-1-5p	AKAP13	neg	CLIP
hsa-miR-92a-3p	AKAP13	neg	CLIP
hsa-miR-92b-3p	AKAP13	neg	CLIP
hsa-miR-93-3p	AKAP13	neg	CLIP
hsa-miR-93-5p	AKAP13	neg	CLIP
hsa-miR-939-5p	AKAP13	neg	CLIP
hsa-miR-940	AKAP13	neg	CLIP
hsa-miR-941	AKAP13	neg	CLIP
hsa-miR-96-5p	AKAP13	neg	CLIP
hsa-miR-99a-3p	AKAP13	neg	CLIP
hsa-miR-99a-5p	AKAP13	neg	CLIP
hsa-let-7a-5p	AKAP17A	pos	CLIP
hsa-miR-125b-5p	AKAP2	pos	CLIP
hsa-miR-769-5p	AKAP2	pos	CLIP
hsa-miR-99a-5p	AKAP2	pos	CLIP
hsa-miR-484	AKAP7	pos	CLIP
hsa-let-7b-5p	AKAP8	pos	CLIP
hsa-miR-92b-3p	AKAP8	pos	CLIP
hsa-miR-31-5p	AKAP8L	pos	CLIP
hsa-miR-378a-5p	AKAP8L	pos	CLIP
hsa-miR-615-3p	AKAP8L	pos	CLIP
hsa-miR-1226-3p	AKIP1	pos	CLIP
hsa-miR-331-3p	AKIRIN1	pos	CLIP
hsa-miR-186-5p	AKR1A1	pos	CLIP
hsa-let-7a-5p	AKR1B1	neg	CLIP
hsa-let-7b-5p	AKR1B1	neg	CLIP
hsa-let-7c-5p	AKR1B1	neg	CLIP
hsa-let-7d-5p	AKR1B1	neg	CLIP
hsa-let-7e-5p	AKR1B1	neg	CLIP
hsa-let-7f-2-3p	AKR1B1	neg	CLIP
hsa-let-7f-5p	AKR1B1	neg	CLIP
hsa-let-7g-5p	AKR1B1	pos	CLIP
hsa-miR-106a-5p	AKR1B1	neg	CLIP
hsa-miR-106b-3p	AKR1B1	neg	CLIP
