miRID	GeneName	Type	Source
hsa-miR-30a-5p	WDR74	pos	PROTEO
hsa-let-7b-5p	WDR75	pos	PROTEO
hsa-miR-16-5p	WDR75	pos	PROTEO
hsa-miR-30a-5p	WDR76	neg	PROTEO
hsa-miR-30a-5p	WDR82	pos	PROTEO
hsa-miR-124-3p	WDR89	pos	PROTEO
hsa-let-7b-5p	WDR92	neg	PROTEO
hsa-miR-30a-5p	WDR92	pos	PROTEO
hsa-miR-30a-5p	WNK1	neg	PROTEO
hsa-miR-30d-5p	WNT1	pos	PROTEO
hsa-miR-155-5p	WNT5A	pos	PROTEO
hsa-miR-30a-5p	WNT5A	pos	PROTEO
hsa-miR-124-3p	WRAP53	pos	PROTEO
hsa-miR-155-5p	XPC	pos	PROTEO
hsa-miR-16-5p	XPC	neg	PROTEO
hsa-miR-124-3p	XPNPEP3	neg	PROTEO
hsa-miR-16-5p	XPNPEP3	pos	PROTEO
hsa-miR-16-5p	XPO1	pos	PROTEO
hsa-miR-34a-5p	XPO5	pos	PROTEO
hsa-let-7b-5p	XPO7	pos	PROTEO
hsa-miR-16-5p	XPO7	pos	PROTEO
hsa-miR-16-5p	XPOT	pos	PROTEO
hsa-miR-124-3p	XRCC1	neg	PROTEO
hsa-miR-494-3p	XRCC5	pos	PROTEO
hsa-miR-124-3p	XRCC6	neg	PROTEO
hsa-miR-27a-3p	XRCC6	neg	PROTEO
hsa-miR-494-3p	YARS	neg	PROTEO
hsa-miR-34a-5p	YARS2	pos	PROTEO
hsa-miR-124-3p	YBX1	pos	PROTEO
hsa-miR-124-3p	YBX3	pos	PROTEO
hsa-miR-16-5p	YIF1B	pos	PROTEO
hsa-miR-1	YTHDC1	pos	PROTEO
hsa-miR-124-3p	YTHDC1	pos	PROTEO
hsa-miR-34a-5p	YTHDC1	neg	PROTEO
hsa-miR-30a-5p	YTHDC2	neg	PROTEO
hsa-miR-124-3p	YTHDF1	pos	PROTEO
hsa-miR-34a-5p	YTHDF3	pos	PROTEO
hsa-miR-152-3p	YWHAB	pos	PROTEO
hsa-miR-152-3p	YWHAE	pos	PROTEO
hsa-miR-30a-5p	YWHAE	pos	PROTEO
hsa-miR-124-3p	YWHAG	neg	PROTEO
hsa-miR-16-5p	YWHAH	pos	PROTEO
hsa-miR-1	YWHAQ	pos	PROTEO
hsa-miR-30d-5p	YWHAQ	neg	PROTEO
hsa-miR-1	YWHAZ	pos	PROTEO
hsa-miR-494-3p	YWHAZ	pos	PROTEO
hsa-miR-124-3p	ZBTB7A	neg	PROTEO
hsa-miR-124-3p	ZC3H14	pos	PROTEO
hsa-miR-34a-5p	ZC3H15	neg	PROTEO
hsa-miR-155-5p	ZC3H4	neg	PROTEO
hsa-miR-124-3p	ZC3HC1	neg	PROTEO
hsa-miR-34a-5p	ZCCHC3	pos	PROTEO
hsa-miR-124-3p	ZCCHC9	pos	PROTEO
hsa-miR-124-3p	ZCRB1	neg	PROTEO
hsa-miR-124-3p	ZFHX3	neg	PROTEO
hsa-miR-30a-5p	ZFPL1	pos	PROTEO
hsa-miR-34a-5p	ZFR	neg	PROTEO
hsa-miR-124-3p	ZMYM2	neg	PROTEO
hsa-miR-124-3p	ZMYM3	neg	PROTEO
hsa-let-7b-5p	ZMYM4	neg	PROTEO
hsa-miR-124-3p	ZMYND8	neg	PROTEO
hsa-miR-124-3p	ZNF146	pos	PROTEO
hsa-miR-1	ZNF148	pos	PROTEO
hsa-miR-34a-5p	ZNF185	neg	PROTEO
hsa-miR-16-5p	ZNF281	neg	PROTEO
hsa-miR-155-5p	ZNF384	pos	PROTEO
hsa-miR-124-3p	ZNF428	neg	PROTEO
hsa-miR-124-3p	ZNF444	neg	PROTEO
hsa-miR-1	ZNF512	neg	PROTEO
hsa-miR-27a-3p	ZNF579	neg	PROTEO
hsa-miR-16-5p	ZNF598	pos	PROTEO
hsa-miR-34a-5p	ZNF598	pos	PROTEO
hsa-miR-16-5p	ZNF622	pos	PROTEO
hsa-miR-124-3p	ZNF629	neg	PROTEO
hsa-miR-1	ZNF706	neg	PROTEO
hsa-miR-124-3p	ZNF740	pos	PROTEO
hsa-miR-34a-5p	ZNF800	pos	PROTEO
hsa-miR-1	ZYX	pos	PROTEO
hsa-miR-34a-5p	ZYX	neg	PROTEO
hsa-miR-192-5p	AADAT	pos	EXPRS
hsa-miR-192-5p	AAGAB	pos	EXPRS
hsa-miR-16-5p	AAMP	neg	EXPRS
hsa-miR-128-3p	AAMP	pos	EXPRS
hsa-miR-132-3p	AAMP	pos	EXPRS
hsa-miR-192-5p	AARS	neg	EXPRS
hsa-miR-192-5p	AASDHPPT	pos	EXPRS
hsa-miR-215-5p	AASDHPPT	pos	EXPRS
hsa-let-7c-5p	AASDHPPT	pos	EXPRS
hsa-miR-132-3p	AASDHPPT	pos	EXPRS
hsa-miR-16-5p	AATK	neg	EXPRS
hsa-let-7c-5p	AATK	neg	EXPRS
hsa-miR-9-5p	AATK	pos	EXPRS
hsa-miR-133a-3p	AATK	pos	EXPRS
hsa-miR-192-5p	ABCB6	neg	EXPRS
hsa-miR-215-5p	ABCB6	neg	EXPRS
hsa-miR-148b-3p	ABCB7	pos	EXPRS
hsa-miR-16-5p	ABCC3	neg	EXPRS
hsa-miR-215-5p	ABCC3	neg	EXPRS
hsa-miR-16-5p	ABCF1	pos	EXPRS
hsa-miR-192-5p	ABCF1	neg	EXPRS
hsa-miR-195-5p	ABCF1	pos	EXPRS
hsa-miR-15b-5p	ABCF1	pos	EXPRS
hsa-miR-103a-3p	ABCF1	pos	EXPRS
hsa-miR-195-5p	ABHD10	pos	EXPRS
hsa-miR-128-3p	ABHD11	neg	EXPRS
hsa-miR-17-5p	ABHD14B	neg	EXPRS
hsa-miR-20a-5p	ABHD14B	neg	EXPRS
hsa-miR-195-5p	ABHD14B	neg	EXPRS
hsa-miR-15b-5p	ABHD14B	neg	EXPRS
hsa-miR-148b-3p	ABHD14B	pos	EXPRS
hsa-miR-192-5p	ABHD16A	neg	EXPRS
hsa-miR-122-5p	ABHD17A	pos	EXPRS
hsa-miR-192-5p	ABHD2	pos	EXPRS
hsa-miR-20a-5p	ABHD2	pos	EXPRS
hsa-miR-192-5p	ABHD5	pos	EXPRS
hsa-miR-128-3p	ABHD5	pos	EXPRS
hsa-miR-133a-3p	ABHD8	pos	EXPRS
hsa-miR-16-5p	ABLIM1	neg	EXPRS
hsa-miR-192-5p	ABLIM1	neg	EXPRS
hsa-miR-195-5p	ABLIM1	neg	EXPRS
hsa-miR-15b-5p	ABLIM1	neg	EXPRS
hsa-miR-122-5p	ABR	pos	EXPRS
hsa-miR-133a-3p	ABR	pos	EXPRS
hsa-miR-192-5p	AC012314.2	neg	EXPRS
hsa-miR-192-5p	AC012314.3	neg	EXPRS
hsa-miR-192-5p	AC012314.5	neg	EXPRS
hsa-miR-192-5p	AC012314.6	neg	EXPRS
hsa-miR-192-5p	AC012314.7	neg	EXPRS
hsa-miR-192-5p	AC012314.9	neg	EXPRS
hsa-miR-192-5p	AC013461.1	pos	EXPRS
hsa-miR-215-5p	AC013461.1	pos	EXPRS
hsa-miR-20a-5p	AC013461.1	pos	EXPRS
hsa-miR-132-3p	AC013461.1	pos	EXPRS
hsa-miR-192-5p	ACAA1	neg	EXPRS
hsa-miR-132-3p	ACAD9	pos	EXPRS
hsa-miR-192-5p	ACADM	pos	EXPRS
hsa-miR-17-5p	ACADM	pos	EXPRS
hsa-miR-128-3p	ACADM	pos	EXPRS
hsa-miR-132-3p	ACADM	pos	EXPRS
hsa-miR-192-5p	ACAT2	pos	EXPRS
hsa-miR-215-5p	ACAT2	pos	EXPRS
hsa-miR-9-5p	ACAT2	neg	EXPRS
hsa-miR-133a-3p	ACAT2	pos	EXPRS
hsa-miR-215-5p	ACD	pos	EXPRS
hsa-miR-192-5p	ACIN1	neg	EXPRS
hsa-miR-9-5p	ACLY	pos	EXPRS
hsa-miR-132-3p	ACLY	neg	EXPRS
hsa-miR-133a-3p	ACLY	pos	EXPRS
hsa-miR-200a-3p	ACO1	pos	EXPRS
hsa-miR-200a-3p	ACOT7	pos	EXPRS
hsa-miR-141-3p	ACOT7	pos	EXPRS
hsa-miR-192-5p	ACOT7	neg	EXPRS
hsa-miR-200a-3p	ACOX1	pos	EXPRS
hsa-miR-141-3p	ACOX1	pos	EXPRS
hsa-miR-192-5p	ACOX1	pos	EXPRS
hsa-miR-215-5p	ACOX1	pos	EXPRS
hsa-miR-128-3p	ACOX1	pos	EXPRS
hsa-miR-17-5p	ACOX2	neg	EXPRS
hsa-miR-192-5p	ACP1	pos	EXPRS
hsa-miR-132-3p	ACP1	pos	EXPRS
hsa-miR-16-5p	ACP2	pos	EXPRS
hsa-miR-195-5p	ACSBG1	pos	EXPRS
hsa-let-7c-5p	ACSL3	pos	EXPRS
hsa-miR-7-5p	ACSL4	pos	EXPRS
hsa-miR-132-3p	ACSL4	pos	EXPRS
hsa-miR-142-3p	ACSL4	pos	EXPRS
hsa-miR-195-5p	ACSL5	neg	EXPRS
hsa-miR-200b-3p	ACTA1	pos	EXPRS
hsa-let-7c-5p	ACTA1	pos	EXPRS
hsa-miR-195-5p	ACTA1	pos	EXPRS
hsa-miR-15b-5p	ACTA1	pos	EXPRS
hsa-miR-148b-3p	ACTB	pos	EXPRS
hsa-miR-16-5p	ACTG1	pos	EXPRS
hsa-miR-200b-3p	ACTG1	pos	EXPRS
hsa-miR-20a-5p	ACTG1	pos	EXPRS
hsa-let-7c-5p	ACTG1	pos	EXPRS
hsa-miR-9-5p	ACTG1	pos	EXPRS
hsa-miR-133a-3p	ACTG1	pos	EXPRS
hsa-miR-192-5p	ACTL6A	pos	EXPRS
hsa-miR-192-5p	ACTR10	pos	EXPRS
hsa-miR-141-3p	ACTR2	pos	EXPRS
hsa-miR-192-5p	ACTR2	pos	EXPRS
hsa-miR-215-5p	ACTR2	pos	EXPRS
hsa-miR-17-5p	ACTR2	pos	EXPRS
hsa-miR-20a-5p	ACTR2	pos	EXPRS
hsa-miR-103a-3p	ACTR2	pos	EXPRS
hsa-miR-128-3p	ACTR2	pos	EXPRS
hsa-miR-132-3p	ACTR2	pos	EXPRS
hsa-miR-181a-5p	ACTR2	pos	EXPRS
hsa-miR-141-3p	ACTR3	pos	EXPRS
hsa-miR-192-5p	ACTR3	pos	EXPRS
hsa-let-7c-5p	ACVR1B	pos	EXPRS
hsa-miR-9-5p	ACVR1B	neg	EXPRS
hsa-miR-148b-3p	ACVR1B	neg	EXPRS
hsa-miR-15b-5p	ACYP2	neg	EXPRS
hsa-miR-195-5p	ADA	neg	EXPRS
hsa-miR-15b-5p	ADA	neg	EXPRS
hsa-miR-148b-3p	ADAD1	neg	EXPRS
hsa-miR-128-3p	ADAM17	neg	EXPRS
hsa-miR-132-3p	ADAM17	neg	EXPRS
hsa-miR-16-5p	ADAM19	neg	EXPRS
hsa-miR-200a-3p	ADAM19	neg	EXPRS
hsa-miR-215-5p	ADAM19	pos	EXPRS
hsa-miR-195-5p	ADAM19	neg	EXPRS
hsa-miR-15b-5p	ADAM19	neg	EXPRS
hsa-miR-103a-3p	ADAM19	neg	EXPRS
hsa-miR-17-5p	ADAM9	pos	EXPRS
hsa-miR-20a-5p	ADAM9	pos	EXPRS
hsa-miR-128-3p	ADAM9	pos	EXPRS
hsa-miR-133a-3p	ADAR	neg	EXPRS
hsa-miR-133a-3p	ADARB1	pos	EXPRS
hsa-miR-16-5p	ADCK3	neg	EXPRS
hsa-miR-192-5p	ADCK3	neg	EXPRS
hsa-miR-215-5p	ADCK3	neg	EXPRS
hsa-let-7c-5p	ADCK3	neg	EXPRS
hsa-miR-128-3p	ADCK3	neg	EXPRS
hsa-miR-141-3p	ADCY3	neg	EXPRS
hsa-miR-132-3p	ADCY3	pos	EXPRS
hsa-miR-200a-3p	ADCY6	neg	EXPRS
hsa-miR-141-3p	ADCY6	neg	EXPRS
hsa-miR-132-3p	ADCY6	neg	EXPRS
hsa-miR-133a-3p	ADCY6	pos	EXPRS
hsa-miR-142-3p	ADCY6	neg	EXPRS
hsa-miR-17-5p	ADD1	pos	EXPRS
hsa-miR-122-5p	ADD3	pos	EXPRS
hsa-miR-122-5p	ADGRE5	neg	EXPRS
hsa-miR-192-5p	ADGRG1	neg	EXPRS
hsa-miR-215-5p	ADGRG1	neg	EXPRS
hsa-miR-128-3p	ADH5	pos	EXPRS
hsa-miR-200b-3p	ADIPOR2	pos	EXPRS
hsa-miR-200b-3p	ADIRF	pos	EXPRS
hsa-miR-192-5p	ADIRF	neg	EXPRS
hsa-miR-16-5p	ADM	neg	EXPRS
hsa-miR-17-5p	ADM	pos	EXPRS
hsa-miR-195-5p	ADM	neg	EXPRS
hsa-miR-15b-5p	ADM	neg	EXPRS
hsa-miR-133a-3p	ADM	pos	EXPRS
hsa-miR-192-5p	ADNP	pos	EXPRS
hsa-miR-128-3p	ADNP	pos	EXPRS
hsa-miR-20a-5p	ADNP2	pos	EXPRS
hsa-miR-16-5p	ADO	neg	EXPRS
hsa-miR-195-5p	ADO	neg	EXPRS
hsa-miR-103a-3p	ADO	neg	EXPRS
hsa-miR-148b-3p	ADO	neg	EXPRS
hsa-miR-148b-3p	ADPGK	neg	EXPRS
hsa-miR-181a-5p	ADRBK1	pos	EXPRS
hsa-miR-192-5p	ADRM1	neg	EXPRS
hsa-miR-195-5p	ADSS	pos	EXPRS
hsa-miR-15b-5p	ADSS	pos	EXPRS
hsa-miR-148b-3p	ADSSL1	pos	EXPRS
hsa-miR-215-5p	AEN	neg	EXPRS
hsa-miR-9-5p	AEN	neg	EXPRS
hsa-miR-9-5p	AFF1	pos	EXPRS
hsa-miR-142-3p	AFF1	pos	EXPRS
hsa-miR-192-5p	AGAP2	neg	EXPRS
hsa-miR-200b-3p	AGFG1	pos	EXPRS
hsa-miR-103a-3p	AGFG1	pos	EXPRS
hsa-miR-133a-3p	AGO2	neg	EXPRS
hsa-miR-200a-3p	AGPAT4	neg	EXPRS
hsa-miR-141-3p	AGPAT4	neg	EXPRS
hsa-miR-215-5p	AGPAT4	neg	EXPRS
hsa-miR-16-5p	AGPAT5	neg	EXPRS
hsa-miR-132-3p	AHCY	pos	EXPRS
hsa-miR-192-5p	AHDC1	neg	EXPRS
hsa-miR-9-5p	AHR	neg	EXPRS
hsa-miR-133a-3p	AHR	neg	EXPRS
hsa-miR-192-5p	AHSA2	pos	EXPRS
hsa-miR-9-5p	AHSA2	neg	EXPRS
hsa-miR-122-5p	AHSA2	neg	EXPRS
hsa-miR-148b-3p	AHSA2	neg	EXPRS
hsa-miR-200a-3p	AIF1L	neg	EXPRS
hsa-miR-215-5p	AIF1L	pos	EXPRS
hsa-miR-195-5p	AIFM2	pos	EXPRS
hsa-miR-133a-3p	AIFM2	neg	EXPRS
hsa-miR-215-5p	AIM1L	neg	EXPRS
hsa-miR-192-5p	AIRE	neg	EXPRS
hsa-miR-141-3p	AJUBA	pos	EXPRS
hsa-let-7c-5p	AJUBA	pos	EXPRS
hsa-miR-128-3p	AJUBA	pos	EXPRS
hsa-miR-132-3p	AJUBA	pos	EXPRS
hsa-miR-128-3p	AK2	pos	EXPRS
hsa-miR-148b-3p	AK4	pos	EXPRS
hsa-miR-192-5p	AKAP12	pos	EXPRS
hsa-miR-181a-5p	AKAP13	neg	EXPRS
hsa-miR-215-5p	AKAP8	neg	EXPRS
hsa-let-7c-5p	AKAP8	pos	EXPRS
hsa-miR-181a-5p	AKAP8	neg	EXPRS
hsa-miR-192-5p	AKR1A1	neg	EXPRS
hsa-miR-195-5p	AKR1B1	neg	EXPRS
hsa-miR-15b-5p	AKR1B1	neg	EXPRS
hsa-miR-192-5p	AKR7A2	neg	EXPRS
hsa-miR-128-3p	AKR7A2	pos	EXPRS
hsa-miR-215-5p	ALCAM	pos	EXPRS
hsa-miR-17-5p	ALCAM	pos	EXPRS
hsa-miR-16-5p	ALDH1A3	neg	EXPRS
hsa-miR-200a-3p	ALDH1A3	neg	EXPRS
hsa-miR-200b-3p	ALDH1A3	pos	EXPRS
hsa-miR-17-5p	ALDH1A3	pos	EXPRS
hsa-miR-20a-5p	ALDH1A3	pos	EXPRS
hsa-miR-195-5p	ALDH1A3	neg	EXPRS
hsa-miR-15b-5p	ALDH1A3	neg	EXPRS
hsa-miR-192-5p	ALDH1L1	neg	EXPRS
hsa-miR-200a-3p	ALDH2	neg	EXPRS
hsa-miR-192-5p	ALDH2	neg	EXPRS
hsa-miR-20a-5p	ALDH4A1	neg	EXPRS
hsa-miR-16-5p	ALDH5A1	neg	EXPRS
hsa-miR-128-3p	ALDH5A1	pos	EXPRS
hsa-miR-133a-3p	ALDH5A1	pos	EXPRS
hsa-miR-106b-5p	ALDH9A1	pos	EXPRS
hsa-miR-192-5p	ALDH9A1	pos	EXPRS
hsa-miR-142-3p	ALDH9A1	pos	EXPRS
hsa-miR-192-5p	ALDOA	neg	EXPRS
hsa-miR-9-5p	ALDOA	pos	EXPRS
hsa-miR-16-5p	ALDOC	neg	EXPRS
hsa-miR-195-5p	ALDOC	neg	EXPRS
hsa-miR-15b-5p	ALDOC	neg	EXPRS
hsa-miR-133a-3p	ALG2	neg	EXPRS
hsa-miR-192-5p	ALG3	neg	EXPRS
hsa-miR-195-5p	ALG3	pos	EXPRS
hsa-miR-15b-5p	ALG3	pos	EXPRS
hsa-miR-192-5p	ALKBH5	neg	EXPRS
hsa-miR-200a-3p	ALS2	pos	EXPRS
hsa-miR-192-5p	ALX4	neg	EXPRS
hsa-miR-133a-3p	ALYREF	pos	EXPRS
hsa-miR-192-5p	AMD1	pos	EXPRS
hsa-miR-128-3p	AMD1	pos	EXPRS
hsa-miR-128-3p	AMER1	neg	EXPRS
hsa-miR-192-5p	AMH	neg	EXPRS
hsa-miR-141-3p	AMOTL2	neg	EXPRS
hsa-miR-192-5p	AMOTL2	neg	EXPRS
hsa-miR-103a-3p	AMOTL2	pos	EXPRS
hsa-miR-195-5p	AMPD2	neg	EXPRS
hsa-miR-15b-5p	AMPD2	neg	EXPRS
hsa-miR-215-5p	AMZ2	neg	EXPRS
hsa-miR-122-5p	AMZ2	pos	EXPRS
hsa-miR-192-5p	ANAPC10	pos	EXPRS
hsa-miR-133a-3p	ANAPC10	neg	EXPRS
hsa-miR-16-5p	ANAPC13	pos	EXPRS
hsa-miR-195-5p	ANAPC13	pos	EXPRS
hsa-miR-15b-5p	ANAPC13	pos	EXPRS
hsa-miR-215-5p	ANAPC15	pos	EXPRS
hsa-miR-192-5p	ANAPC16	pos	EXPRS
hsa-miR-192-5p	ANAPC2	neg	EXPRS
hsa-miR-200a-3p	ANKFY1	pos	EXPRS
hsa-miR-142-3p	ANKFY1	pos	EXPRS
hsa-miR-181a-5p	ANKFY1	pos	EXPRS
hsa-miR-192-5p	ANKMY2	pos	EXPRS
hsa-miR-215-5p	ANKRA2	neg	EXPRS
hsa-miR-192-5p	ANKRD10	pos	EXPRS
hsa-miR-192-5p	ANKRD11	neg	EXPRS
hsa-miR-215-5p	ANKRD11	neg	EXPRS
hsa-miR-9-5p	ANKRD11	pos	EXPRS
hsa-miR-128-3p	ANKRD11	neg	EXPRS
hsa-miR-181a-5p	ANKRD11	neg	EXPRS
hsa-miR-200a-3p	ANKRD13B	neg	EXPRS
hsa-miR-200b-3p	ANKRD13B	neg	EXPRS
hsa-miR-141-3p	ANKRD13B	neg	EXPRS
hsa-miR-192-5p	ANKRD13B	neg	EXPRS
hsa-miR-215-5p	ANKRD13B	neg	EXPRS
hsa-miR-17-5p	ANKRD13B	neg	EXPRS
hsa-miR-9-5p	ANKRD13B	neg	EXPRS
hsa-miR-128-3p	ANKRD13B	neg	EXPRS
hsa-miR-132-3p	ANKRD13B	neg	EXPRS
hsa-miR-192-5p	ANKRD16	neg	EXPRS
hsa-miR-192-5p	ANKRD18A	neg	EXPRS
hsa-miR-141-3p	ANKRD27	neg	EXPRS
hsa-miR-192-5p	ANKRD27	pos	EXPRS
hsa-miR-148b-3p	ANKRD27	neg	EXPRS
hsa-miR-192-5p	ANKRD33	neg	EXPRS
hsa-miR-132-3p	ANKRD39	neg	EXPRS
hsa-miR-181a-5p	ANKRD39	neg	EXPRS
hsa-miR-16-5p	ANKRD9	pos	EXPRS
hsa-miR-106b-5p	ANKRD9	pos	EXPRS
hsa-miR-17-5p	ANKRD9	pos	EXPRS
hsa-miR-195-5p	ANKRD9	pos	EXPRS
hsa-miR-192-5p	ANKZF1	neg	EXPRS
hsa-miR-215-5p	ANKZF1	neg	EXPRS
hsa-miR-195-5p	ANKZF1	neg	EXPRS
hsa-miR-15b-5p	ANKZF1	neg	EXPRS
hsa-miR-122-5p	ANKZF1	neg	EXPRS
hsa-miR-16-5p	ANLN	pos	EXPRS
hsa-miR-17-5p	ANLN	pos	EXPRS
hsa-miR-20a-5p	ANLN	pos	EXPRS
hsa-miR-195-5p	ANLN	pos	EXPRS
hsa-miR-15b-5p	ANLN	pos	EXPRS
hsa-miR-103a-3p	ANLN	pos	EXPRS
hsa-miR-17-5p	ANO1	pos	EXPRS
hsa-miR-106b-5p	ANP32A	neg	EXPRS
hsa-miR-200a-3p	ANP32A	pos	EXPRS
hsa-miR-9-5p	ANP32A	neg	EXPRS
hsa-miR-122-5p	ANP32A	pos	EXPRS
hsa-miR-128-3p	ANP32A	pos	EXPRS
hsa-miR-132-3p	ANP32A	pos	EXPRS
hsa-miR-181a-5p	ANP32A	pos	EXPRS
hsa-miR-192-5p	ANP32B	neg	EXPRS
hsa-miR-9-5p	ANP32B	pos	EXPRS
hsa-miR-9-5p	ANP32D	neg	EXPRS
hsa-miR-200a-3p	ANP32E	pos	EXPRS
hsa-miR-200b-3p	ANP32E	pos	EXPRS
hsa-miR-141-3p	ANP32E	pos	EXPRS
hsa-miR-192-5p	ANP32E	pos	EXPRS
hsa-miR-17-5p	ANP32E	pos	EXPRS
hsa-let-7c-5p	ANP32E	pos	EXPRS
hsa-miR-132-3p	ANP32E	pos	EXPRS
hsa-miR-195-5p	ANTXR1	neg	EXPRS
hsa-miR-15b-5p	ANTXR1	neg	EXPRS
hsa-miR-148b-3p	ANTXR1	neg	EXPRS
hsa-miR-9-5p	ANXA1	neg	EXPRS
hsa-miR-122-5p	ANXA1	neg	EXPRS
hsa-miR-133a-3p	ANXA1	neg	EXPRS
hsa-miR-148b-3p	ANXA1	neg	EXPRS
hsa-let-7c-5p	ANXA2	pos	EXPRS
hsa-miR-9-5p	ANXA2	pos	EXPRS
hsa-miR-195-5p	ANXA4	neg	EXPRS
hsa-miR-15b-5p	ANXA4	neg	EXPRS
hsa-miR-192-5p	ANXA6	neg	EXPRS
hsa-miR-128-3p	ANXA7	pos	EXPRS
hsa-miR-200b-3p	AP1M1	pos	EXPRS
hsa-miR-195-5p	AP1S3	pos	EXPRS
hsa-miR-15b-5p	AP1S3	pos	EXPRS
hsa-miR-9-5p	AP2M1	pos	EXPRS
hsa-miR-192-5p	AP3D1	pos	EXPRS
hsa-let-7c-5p	AP3M1	pos	EXPRS
hsa-miR-7-5p	AP3M1	pos	EXPRS
hsa-miR-192-5p	AP3M2	pos	EXPRS
hsa-miR-215-5p	AP3M2	pos	EXPRS
hsa-miR-200a-3p	AP3S1	pos	EXPRS
hsa-miR-200b-3p	AP3S1	neg	EXPRS
hsa-miR-141-3p	AP3S1	pos	EXPRS
hsa-miR-200b-3p	AP4E1	pos	EXPRS
hsa-miR-148b-3p	AP4E1	pos	EXPRS
hsa-miR-128-3p	APBB3	neg	EXPRS
hsa-miR-128-3p	APEX1	pos	EXPRS
hsa-miR-7-5p	APLP2	pos	EXPRS
hsa-miR-192-5p	APOE	neg	EXPRS
hsa-miR-133a-3p	APOL2	neg	EXPRS
hsa-miR-122-5p	APP	pos	EXPRS
hsa-miR-132-3p	APP	pos	EXPRS
hsa-miR-181a-5p	APP	pos	EXPRS
hsa-miR-195-5p	APPBP2	neg	EXPRS
hsa-miR-15b-5p	APPBP2	neg	EXPRS
hsa-miR-103a-3p	APPBP2	neg	EXPRS
hsa-miR-192-5p	APRT	neg	EXPRS
hsa-miR-192-5p	ARAP1	neg	EXPRS
hsa-miR-192-5p	ARAP3	neg	EXPRS
hsa-miR-215-5p	ARAP3	neg	EXPRS
hsa-miR-106b-5p	AREG	pos	EXPRS
hsa-miR-192-5p	ARF1	pos	EXPRS
hsa-miR-215-5p	ARF1	pos	EXPRS
hsa-miR-192-5p	ARF3	neg	EXPRS
hsa-miR-122-5p	ARF3	pos	EXPRS
hsa-miR-192-5p	ARF4	pos	EXPRS
hsa-miR-7-5p	ARF4	pos	EXPRS
hsa-miR-142-3p	ARF4	pos	EXPRS
hsa-miR-192-5p	ARFGAP1	neg	EXPRS
hsa-miR-16-5p	ARFGAP2	pos	EXPRS
hsa-miR-195-5p	ARFGAP2	pos	EXPRS
hsa-miR-132-3p	ARFGAP2	pos	EXPRS
hsa-miR-192-5p	ARFGEF1	pos	EXPRS
hsa-miR-17-5p	ARFGEF1	pos	EXPRS
hsa-miR-148b-3p	ARFGEF1	pos	EXPRS
hsa-miR-122-5p	ARHGAP1	pos	EXPRS
hsa-miR-20a-5p	ARHGAP12	pos	EXPRS
hsa-miR-200b-3p	ARHGAP18	pos	EXPRS
hsa-miR-181a-5p	ARHGAP18	pos	EXPRS
hsa-miR-16-5p	ARHGAP29	neg	EXPRS
hsa-miR-192-5p	ARHGAP29	pos	EXPRS
hsa-miR-215-5p	ARHGAP29	pos	EXPRS
hsa-miR-20a-5p	ARHGAP29	pos	EXPRS
hsa-miR-192-5p	ARHGAP35	neg	EXPRS
hsa-miR-195-5p	ARHGDIA	pos	EXPRS
hsa-miR-15b-5p	ARHGDIA	pos	EXPRS
hsa-miR-106b-5p	ARHGEF3	pos	EXPRS
hsa-miR-195-5p	ARHGEF3	neg	EXPRS
hsa-miR-122-5p	ARHGEF3	neg	EXPRS
hsa-miR-181a-5p	ARHGEF3	pos	EXPRS
hsa-miR-141-3p	ARHGEF4	neg	EXPRS
hsa-miR-192-5p	ARHGEF4	neg	EXPRS
hsa-miR-20a-5p	ARHGEF7	pos	EXPRS
hsa-miR-17-5p	ARID4B	pos	EXPRS
hsa-miR-20a-5p	ARID4B	pos	EXPRS
hsa-miR-132-3p	ARID4B	pos	EXPRS
hsa-miR-142-3p	ARL1	pos	EXPRS
hsa-miR-192-5p	ARL5A	pos	EXPRS
hsa-let-7c-5p	ARL5A	pos	EXPRS
hsa-miR-15b-5p	ARL5A	pos	EXPRS
hsa-miR-181a-5p	ARL5A	pos	EXPRS
hsa-miR-200a-3p	ARL6IP1	pos	EXPRS
hsa-miR-141-3p	ARL6IP1	pos	EXPRS
hsa-miR-9-5p	ARL6IP1	pos	EXPRS
hsa-miR-133a-3p	ARL6IP1	pos	EXPRS
hsa-miR-142-3p	ARL6IP1	pos	EXPRS
hsa-miR-148b-3p	ARL6IP1	pos	EXPRS
hsa-miR-195-5p	ARL6IP5	neg	EXPRS
hsa-miR-15b-5p	ARL6IP5	neg	EXPRS
hsa-miR-133a-3p	ARL6IP5	pos	EXPRS
hsa-miR-181a-5p	ARL6IP5	pos	EXPRS
hsa-miR-192-5p	ARL8B	pos	EXPRS
hsa-miR-142-3p	ARL8B	pos	EXPRS
hsa-miR-148b-3p	ARL8B	pos	EXPRS
hsa-miR-215-5p	ARMC1	pos	EXPRS
hsa-miR-103a-3p	ARMC1	pos	EXPRS
hsa-miR-192-5p	ARMC6	neg	EXPRS
hsa-miR-106b-5p	ARMT1	neg	EXPRS
hsa-miR-192-5p	ARNT	neg	EXPRS
hsa-miR-200b-3p	ARNTL	neg	EXPRS
hsa-miR-200b-3p	ARPC1A	pos	EXPRS
hsa-miR-142-3p	ARPC1A	pos	EXPRS
hsa-miR-215-5p	ARPC5	pos	EXPRS
